Departamento,Distrito,SINDROME Y/O TRASTORNO PSICOTICO,TRASTORNO DE CONSUMO DE ALCOHOL,TRASTORNO DE CONSUMO DE DROGAS,TRASTORNO DE CONSUMO DE TABACO,TRASTORNO DEPRESIVO,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,SOLO TAMIZAJES POSITIVOS,TAMIZAJES C/CONDICION ADICIONAL VIOLENCIA POLITICA,TOTAL DE TAMIZAJES
CALLAO,VENTANILLA,3.0,4.0,23.0,1.0,152.0,151.0,334.0,0.0,1893.0
CUSCO,ACOMAYO,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,173.0
CUSCO,ANCAHUASI,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0
CUSCO,ANTA,0.0,3.0,0.0,0.0,3.0,23.0,29.0,0.0,414.0
CUSCO,CALCA,0.0,6.0,0.0,0.0,12.0,51.0,69.0,0.0,797.0
CUSCO,CCATCA,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,99.0
CUSCO,CCORCA,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,708.0
CUSCO,CHALLABAMBA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,158.0
CUSCO,CHECACUPE,0.0,2.0,0.0,0.0,0.0,8.0,10.0,0.0,348.0
CUSCO,COMBAPATA,2.0,35.0,0.0,0.0,6.0,223.0,266.0,2.0,1746.0
CUSCO,CONDOROMA,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,215.0
CUSCO,COPORAQUE,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,645.0
CUSCO,COYA,0.0,0.0,0.0,1.0,2.0,3.0,6.0,0.0,44.0
CUSCO,CUSCO,3.0,6.0,0.0,0.0,92.0,216.0,317.0,0.0,2346.0
CUSCO,ESPINAR,0.0,0.0,0.0,0.0,28.0,59.0,87.0,0.0,936.0
CUSCO,HUAYLLABAMBA,0.0,0.0,0.0,0.0,2.0,9.0,11.0,0.0,80.0
CUSCO,HUAYOPATA,3.0,0.0,0.0,0.0,5.0,8.0,16.0,0.0,327.0
CUSCO,KIMBIRI,0.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,2380.0
CUSCO,LAMAY,0.0,4.0,0.0,0.0,0.0,15.0,19.0,0.0,742.0
CUSCO,LANGUI,0.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,755.0
CUSCO,LAYO,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,339.0
CUSCO,LIMATAMBO,0.0,0.0,0.0,0.0,33.0,38.0,71.0,0.0,718.0
CUSCO,LIVITACA,0.0,0.0,0.0,0.0,6.0,162.0,168.0,0.0,2534.0
CUSCO,LLUSCO,0.0,0.0,0.0,1.0,7.0,8.0,16.0,0.0,526.0
CUSCO,MARANGANI,0.0,0.0,0.0,0.0,10.0,9.0,19.0,4.0,1266.0
CUSCO,MARANURA,1.0,2.0,0.0,0.0,1.0,3.0,7.0,0.0,242.0
CUSCO,MOLLEPATA,0.0,0.0,0.0,0.0,15.0,19.0,34.0,0.0,348.0
CUSCO,MOSOC LLACTA,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,492.0
CUSCO,OCONGATE,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,129.0
CUSCO,OCORURO,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,200.0
CUSCO,OLLANTAYTAMBO,0.0,3.0,0.0,0.0,1.0,1.0,5.0,0.0,544.0
CUSCO,PAMPAMARCA,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,478.0
CUSCO,PICHARI,1.0,1.0,0.0,0.0,6.0,12.0,20.0,1.0,2198.0
CUSCO,PICHIGUA,0.0,1.0,0.0,0.0,6.0,0.0,7.0,0.0,627.0
CUSCO,PISAC,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,209.0
CUSCO,PITUMARCA,0.0,0.0,0.0,0.0,1.0,34.0,35.0,0.0,728.0
CUSCO,POROY,0.0,0.0,0.0,0.0,9.0,7.0,16.0,0.0,353.0
CUSCO,RONDOCAN,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,883.0
CUSCO,SAN JERONIMO,0.0,9.0,0.0,0.0,1.0,1.0,11.0,6.0,41.0
CUSCO,SAN PABLO,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,227.0
CUSCO,SAN PEDRO,0.0,1.0,0.0,0.0,2.0,4.0,7.0,9.0,157.0
CUSCO,SAN SEBASTIAN,0.0,16.0,1.0,0.0,7.0,118.0,142.0,0.0,1064.0
CUSCO,SANTA ANA,24.0,0.0,0.0,0.0,3.0,120.0,147.0,104.0,1894.0
CUSCO,SANTA TERESA,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,194.0
CUSCO,SANTIAGO,0.0,40.0,7.0,0.0,104.0,298.0,449.0,8.0,3263.0
CUSCO,SANTO TOMAS,0.0,6.0,0.0,0.0,5.0,47.0,58.0,0.0,406.0
CUSCO,SICUANI,12.0,96.0,4.0,0.0,385.0,361.0,858.0,85.0,6176.0
CUSCO,TINTA,0.0,1.0,0.0,0.0,2.0,33.0,36.0,0.0,852.0
CUSCO,URUBAMBA,0.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,989.0
CUSCO,VELILLE,0.0,0.0,0.0,0.0,2.0,7.0,9.0,0.0,235.0
CUSCO,VILCABAMBA,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,975.0
CUSCO,WANCHAQ,0.0,5.0,0.0,0.0,87.0,506.0,598.0,0.0,5547.0
CUSCO,YANAOCA,0.0,2.0,0.0,0.0,10.0,33.0,45.0,3.0,724.0
CUSCO,YANATILE,0.0,1.0,1.0,0.0,3.0,15.0,20.0,0.0,192.0
CUSCO,ZURITE,0.0,1.0,0.0,0.0,0.0,6.0,7.0,0.0,1150.0
HUANCAVELICA,ACOBAMBA,56.0,36.0,12.0,0.0,280.0,198.0,582.0,0.0,4218.0
HUANCAVELICA,ACOBAMBILLA,3.0,0.0,4.0,0.0,18.0,7.0,32.0,3.0,2094.0
HUANCAVELICA,ACORIA,0.0,0.0,4.0,0.0,0.0,12.0,16.0,0.0,13711.0
HUANCAVELICA,ACOSTAMBO,0.0,2.0,0.0,0.0,0.0,6.0,8.0,0.0,1176.0
HUANCAVELICA,ACRAQUIA,2.0,1.0,0.0,0.0,35.0,13.0,51.0,0.0,1297.0
HUANCAVELICA,AHUAYCHA,1.0,1.0,0.0,1.0,7.0,8.0,18.0,0.0,1428.0
HUANCAVELICA,ANCHONGA,0.0,0.0,5.0,0.0,3.0,36.0,44.0,0.0,4620.0
HUANCAVELICA,ANCO,0.0,0.0,2.0,0.0,9.0,10.0,21.0,1.0,2618.0
HUANCAVELICA,ANDABAMBA,0.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,1879.0
HUANCAVELICA,ANTA,1.0,0.0,10.0,0.0,122.0,35.0,168.0,1.0,3198.0
HUANCAVELICA,ARMA,0.0,22.0,0.0,0.0,9.0,10.0,41.0,0.0,903.0
HUANCAVELICA,ASCENSION,21.0,11.0,1.0,0.0,104.0,200.0,337.0,27.0,3867.0
HUANCAVELICA,AURAHUA,2.0,4.0,0.0,0.0,3.0,12.0,21.0,1.0,576.0
HUANCAVELICA,CAJA,2.0,1.0,0.0,0.0,39.0,20.0,62.0,0.0,982.0
HUANCAVELICA,CAPILLAS,1.0,7.0,0.0,0.0,1.0,1.0,10.0,0.0,916.0
HUANCAVELICA,CASTROVIRREYNA,0.0,18.0,0.0,0.0,6.0,31.0,55.0,0.0,1499.0
HUANCAVELICA,CCOCHACCASA,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,1052.0
HUANCAVELICA,CHINCHIHUASI,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,813.0
HUANCAVELICA,CHINCHO,0.0,0.0,0.0,0.0,8.0,12.0,20.0,0.0,577.0
HUANCAVELICA,CHUPAMARCA,0.0,3.0,0.0,0.0,1.0,20.0,24.0,0.0,592.0
HUANCAVELICA,CHURCAMPA,4.0,14.0,1.0,6.0,134.0,275.0,434.0,0.0,1591.0
HUANCAVELICA,COCAS,0.0,2.0,0.0,0.0,0.0,4.0,6.0,0.0,210.0
HUANCAVELICA,COLCABAMBA,0.0,0.0,0.0,0.0,9.0,16.0,25.0,0.0,6419.0
HUANCAVELICA,CONAYCA,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,539.0
HUANCAVELICA,CONGALLA,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1374.0
HUANCAVELICA,COSME,0.0,0.0,4.0,0.0,1.0,4.0,9.0,0.0,1226.0
HUANCAVELICA,DANIEL HERNANDEZ,0.0,2.0,0.0,0.0,15.0,52.0,69.0,0.0,3551.0
HUANCAVELICA,EL CARMEN,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1054.0
HUANCAVELICA,HUACHOCOLPA,1.0,0.0,2.0,0.0,18.0,10.0,31.0,2.0,2564.0
HUANCAVELICA,HUACHOS,1.0,12.0,7.0,0.0,15.0,21.0,56.0,4.0,820.0
HUANCAVELICA,HUAMATAMBO,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,309.0
HUANCAVELICA,HUANCAVELICA,8.0,33.0,6.0,3.0,584.0,151.0,785.0,13.0,14171.0
HUANCAVELICA,HUANDO,1.0,4.0,2.0,0.0,1.0,61.0,69.0,0.0,3184.0
HUANCAVELICA,HUARIBAMBA,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3322.0
HUANCAVELICA,HUAYTARA,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,76.0
HUANCAVELICA,IZCUCHACA,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,274.0
HUANCAVELICA,JULCAMARCA,0.0,1.0,0.0,0.0,30.0,16.0,47.0,0.0,624.0
HUANCAVELICA,LA MERCED,0.0,0.0,0.0,0.0,4.0,7.0,11.0,0.0,220.0
HUANCAVELICA,LARIA,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,706.0
HUANCAVELICA,LIRCAY,0.0,1.0,1.0,1.0,0.0,32.0,35.0,0.0,6642.0
HUANCAVELICA,LOCROJA,0.0,0.0,0.0,0.0,22.0,20.0,42.0,0.0,1601.0
HUANCAVELICA,MANTA,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1015.0
HUANCAVELICA,MARCAS,0.0,0.0,0.0,0.0,4.0,5.0,9.0,1.0,939.0
HUANCAVELICA,MOLLEPAMPA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,454.0
HUANCAVELICA,MOYA,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,813.0
HUANCAVELICA,OCOYO,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,438.0
HUANCAVELICA,PACHAMARCA,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1013.0
HUANCAVELICA,PALCA,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1951.0
HUANCAVELICA,PAMPAS,4.0,1.0,0.0,0.0,94.0,66.0,165.0,13.0,4858.0
HUANCAVELICA,PAUCARA,3.0,1.0,1.0,0.0,35.0,83.0,123.0,0.0,5283.0
HUANCAVELICA,PAUCARBAMBA,0.0,1.0,1.0,0.0,9.0,6.0,17.0,0.0,2383.0
HUANCAVELICA,PAZOS,0.0,1.0,0.0,0.0,40.0,57.0,98.0,2.0,3298.0
HUANCAVELICA,PILPICHACA,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,198.0
HUANCAVELICA,POMACOCHA,1.0,3.0,2.0,0.0,34.0,14.0,54.0,0.0,1270.0
HUANCAVELICA,QUERCO,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,143.0
HUANCAVELICA,QUICHUAS,0.0,0.0,0.0,0.0,2.0,18.0,20.0,0.0,2746.0
HUANCAVELICA,ROSARIO,3.0,1.0,0.0,0.0,40.0,20.0,64.0,0.0,3181.0
HUANCAVELICA,SALCABAMBA,2.0,0.0,0.0,0.0,2.0,15.0,19.0,0.0,3269.0
HUANCAVELICA,SALCAHUASI,0.0,16.0,0.0,0.0,0.0,37.0,53.0,0.0,1681.0
HUANCAVELICA,SAN ANTONIO DE ANTAPARCO,0.0,0.0,0.0,0.0,8.0,13.0,21.0,0.0,678.0
HUANCAVELICA,SAN JUAN,0.0,10.0,0.0,0.0,7.0,79.0,96.0,0.0,460.0
HUANCAVELICA,SAN MARCOS DE ROCCHAC,0.0,1.0,1.0,0.0,4.0,3.0,9.0,0.0,1429.0
HUANCAVELICA,SAN MIGUEL DE MAYOCC,1.0,7.0,0.0,0.0,4.0,32.0,44.0,0.0,728.0
HUANCAVELICA,SAN PEDRO DE CORIS,0.0,0.0,0.0,0.0,10.0,39.0,49.0,1.0,1697.0
HUANCAVELICA,SANTA ANA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,582.0
HUANCAVELICA,SANTIAGO DE CHOCORVOS,0.0,4.0,0.0,0.0,3.0,1.0,8.0,1.0,843.0
HUANCAVELICA,SANTO TOMAS DE PATA,0.0,0.0,0.0,0.0,11.0,6.0,17.0,0.0,781.0
HUANCAVELICA,SECCLLA,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1199.0
HUANCAVELICA,SURCUBAMBA,0.0,1.0,0.0,0.0,47.0,36.0,84.0,29.0,2739.0
HUANCAVELICA,TANTARA,1.0,16.0,0.0,0.0,7.0,118.0,142.0,0.0,416.0
HUANCAVELICA,TICRAPO,0.0,6.0,0.0,0.0,12.0,24.0,42.0,0.0,599.0
HUANCAVELICA,TINTAY PUNCU,0.0,0.0,1.0,0.0,1.0,8.0,10.0,7.0,2074.0
HUANCAVELICA,VILCA,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2262.0
HUANCAVELICA,YAULI,5.0,0.0,0.0,0.0,5.0,57.0,67.0,0.0,13744.0
HUANUCO,AMARILIS,7.0,55.0,3.0,6.0,104.0,65.0,240.0,76.0,5324.0
HUANUCO,AMBO,9.0,20.0,7.0,13.0,8.0,60.0,117.0,1.0,6067.0
HUANUCO,APARICIO POMARES,0.0,2.0,0.0,0.0,9.0,3.0,14.0,0.0,3700.0
HUANUCO,ARANCAY,0.0,5.0,0.0,0.0,52.0,4.0,61.0,1.0,1475.0
HUANUCO,BA�OS,3.0,2.0,0.0,0.0,15.0,31.0,51.0,5.0,1171.0
HUANUCO,CANCHABAMBA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2452.0
HUANUCO,CAYNA,0.0,5.0,0.0,0.0,0.0,2.0,7.0,0.0,1741.0
HUANUCO,CHAGLLA,2.0,1.0,3.0,0.0,34.0,37.0,77.0,0.0,3718.0
HUANUCO,CHAVIN DE PARIARCA,0.0,18.0,1.0,0.0,23.0,23.0,65.0,0.0,2365.0
HUANUCO,CHAVINILLO,2.0,4.0,0.0,0.0,7.0,30.0,43.0,0.0,3701.0
HUANUCO,CHINCHAO,0.0,0.0,2.0,0.0,7.0,42.0,51.0,88.0,13302.0
HUANUCO,CHOLON,3.0,6.0,5.0,0.0,51.0,57.0,122.0,1.0,9080.0
HUANUCO,CHORAS,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1387.0
HUANUCO,CHUQUIS,0.0,5.0,0.0,0.0,0.0,7.0,12.0,0.0,2549.0
HUANUCO,CHURUBAMBA,0.0,0.0,0.0,0.0,2.0,10.0,12.0,0.0,8179.0
HUANUCO,COCHABAMBA,0.0,0.0,0.0,0.0,8.0,12.0,20.0,0.0,1522.0
HUANUCO,CODO DEL POZUZO,0.0,3.0,7.0,0.0,4.0,7.0,21.0,0.0,3059.0
HUANUCO,COLPAS,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,861.0
HUANUCO,CONCHAMARCA,0.0,7.0,0.0,1.0,0.0,2.0,10.0,0.0,2441.0
HUANUCO,DANIEL ALOMIA ROBLES,0.0,7.0,0.0,0.0,0.0,14.0,21.0,94.0,4250.0
HUANUCO,HERMILIO VALDIZAN,0.0,3.0,0.0,0.0,0.0,8.0,11.0,0.0,3084.0
HUANUCO,HONORIA,0.0,3.0,0.0,2.0,0.0,5.0,10.0,0.0,3193.0
HUANUCO,HUACAR,0.0,10.0,0.0,1.0,1.0,85.0,97.0,2.0,3225.0
HUANUCO,HUACAYBAMBA,0.0,19.0,1.0,1.0,118.0,80.0,219.0,2.0,3730.0
HUANUCO,HUACRACHUCO,3.0,17.0,0.0,0.0,70.0,69.0,159.0,0.0,9559.0
HUANUCO,HUANUCO,3.0,79.0,21.0,2.0,219.0,98.0,422.0,242.0,14075.0
HUANUCO,JACAS CHICO,0.0,2.0,0.0,3.0,0.0,3.0,8.0,0.0,1279.0
HUANUCO,JACAS GRANDE,1.0,18.0,3.0,0.0,76.0,19.0,117.0,6.0,3753.0
HUANUCO,JESUS,0.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,2658.0
HUANUCO,JIRCAN,0.0,26.0,0.0,0.0,25.0,19.0,70.0,0.0,863.0
HUANUCO,JOSE CRESPO Y CASTILLO,0.0,5.0,4.0,3.0,122.0,24.0,158.0,38.0,10082.0
HUANUCO,LA UNION,1.0,7.0,3.0,1.0,57.0,47.0,116.0,0.0,1455.0
HUANUCO,LLATA,3.0,67.0,1.0,3.0,61.0,87.0,222.0,0.0,5624.0
HUANUCO,LUYANDO,1.0,25.0,4.0,0.0,47.0,173.0,250.0,39.0,6288.0
HUANUCO,MARGOS,0.0,1.0,0.0,0.0,0.0,4.0,5.0,0.0,3122.0
HUANUCO,MARIANO DAMASO BERAUN,0.0,11.0,0.0,0.0,18.0,162.0,191.0,9.0,5917.0
HUANUCO,MARIAS,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2478.0
HUANUCO,MIRAFLORES,1.0,69.0,2.0,0.0,25.0,35.0,132.0,0.0,1992.0
HUANUCO,MOLINO,4.0,5.0,0.0,0.0,8.0,66.0,83.0,83.0,4583.0
HUANUCO,MONZON,4.0,11.0,1.0,0.0,16.0,7.0,39.0,19.0,10868.0
HUANUCO,OBAS,0.0,0.0,0.0,0.0,10.0,7.0,17.0,0.0,2561.0
HUANUCO,PACHAS,0.0,0.0,0.0,0.0,4.0,4.0,8.0,18.0,2399.0
HUANUCO,PAMPAMARCA,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,934.0
HUANUCO,PANAO,1.0,4.0,1.0,0.0,1.0,15.0,22.0,0.0,4181.0
HUANUCO,PILLCO MARCA,0.0,16.0,0.0,3.0,15.0,26.0,60.0,15.0,4441.0
HUANUCO,PINRA,1.0,6.0,2.0,0.0,40.0,15.0,64.0,0.0,4273.0
HUANUCO,PUERTO INCA,1.0,0.0,3.0,0.0,32.0,18.0,54.0,0.0,3431.0
HUANUCO,PUNCHAO,7.0,7.0,0.0,0.0,45.0,12.0,71.0,0.0,1438.0
HUANUCO,PU�OS,0.0,3.0,0.0,0.0,10.0,12.0,25.0,0.0,3782.0
HUANUCO,QUISQUI,0.0,14.0,0.0,0.0,0.0,4.0,18.0,8.0,2046.0
HUANUCO,RIPAN,0.0,0.0,0.0,0.0,22.0,27.0,49.0,0.0,1912.0
HUANUCO,RONDOS,0.0,5.0,0.0,0.0,7.0,8.0,20.0,1.0,3341.0
HUANUCO,RUPA-RUPA,7.0,22.0,4.0,2.0,47.0,36.0,118.0,23.0,4334.0
HUANUCO,SAN BUENAVENTURA,0.0,3.0,0.0,0.0,1.0,2.0,6.0,0.0,1720.0
HUANUCO,SAN FRANCISCO,0.0,4.0,0.0,0.0,0.0,6.0,10.0,0.0,1183.0
HUANUCO,SAN FRANCISCO DE ASIS,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,609.0
HUANUCO,SAN FRANCISCO DE CAYRAN,1.0,35.0,0.0,1.0,66.0,37.0,140.0,79.0,1732.0
HUANUCO,SAN PEDRO DE CHAULAN,0.0,19.0,0.0,0.0,0.0,0.0,19.0,0.0,1257.0
HUANUCO,SAN RAFAEL,1.0,6.0,1.0,0.0,38.0,19.0,65.0,13.0,4016.0
HUANUCO,SANTA MARIA DEL VALLE,0.0,9.0,3.0,0.0,12.0,29.0,53.0,0.0,12875.0
HUANUCO,SILLAPATA,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,810.0
HUANUCO,SINGA,7.0,32.0,0.0,0.0,132.0,14.0,185.0,25.0,3531.0
HUANUCO,TANTAMAYO,0.0,11.0,0.0,0.0,61.0,15.0,87.0,4.0,1889.0
HUANUCO,TOURNAVISTA,0.0,0.0,0.0,0.0,3.0,6.0,9.0,0.0,2288.0
HUANUCO,UMARI,0.0,2.0,0.0,0.0,10.0,14.0,26.0,0.0,6222.0
HUANUCO,YACUS,0.0,4.0,0.0,0.0,0.0,17.0,21.0,0.0,3506.0
HUANUCO,YARUMAYO,0.0,4.0,0.0,0.0,3.0,16.0,23.0,0.0,2155.0
HUANUCO,YUYAPICHIS,0.0,0.0,0.0,0.0,4.0,30.0,34.0,0.0,2838.0
ICA,ALTO LARAN,0.0,4.0,0.0,0.0,0.0,2.0,6.0,0.0,780.0
ICA,CHANGUILLO,0.0,14.0,2.0,2.0,36.0,8.0,62.0,0.0,897.0
ICA,CHINCHA ALTA,0.0,82.0,5.0,0.0,688.0,66.0,841.0,0.0,3874.0
ICA,CHINCHA BAJA,0.0,4.0,0.0,0.0,40.0,5.0,49.0,0.0,737.0
ICA,EL CARMEN,2.0,0.0,1.0,0.0,27.0,16.0,46.0,0.0,736.0
ICA,EL INGENIO,0.0,0.0,1.0,0.0,15.0,11.0,27.0,0.0,450.0
ICA,GROCIO PRADO,0.0,0.0,4.0,0.0,5.0,8.0,17.0,0.0,1712.0
ICA,HUMAY,39.0,5.0,1.0,0.0,47.0,170.0,262.0,0.0,1387.0
ICA,ICA,1.0,33.0,26.0,1.0,56.0,179.0,296.0,24.0,9151.0
ICA,INDEPENDENCIA,37.0,31.0,8.0,7.0,29.0,172.0,284.0,4.0,1577.0
ICA,LA TINGUI�A,0.0,26.0,1.0,0.0,15.0,294.0,336.0,0.0,3405.0
ICA,LLIPATA,0.0,0.0,0.0,0.0,2.0,6.0,8.0,3.0,263.0
ICA,LOS AQUIJES,0.0,3.0,0.0,0.0,3.0,51.0,57.0,0.0,2118.0
ICA,MARCONA,0.0,2.0,5.0,2.0,33.0,9.0,51.0,0.0,1808.0
ICA,NAZCA,0.0,12.0,84.0,1.0,197.0,357.0,651.0,0.0,2839.0
ICA,OCUCAJE,0.0,2.0,0.0,0.0,13.0,23.0,38.0,20.0,912.0
ICA,PACHACUTEC,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,679.0
ICA,PALPA,4.0,6.0,2.0,5.0,36.0,27.0,80.0,15.0,2412.0
ICA,PARACAS,16.0,0.0,0.0,0.0,50.0,74.0,140.0,0.0,876.0
ICA,PARCONA,0.0,10.0,7.0,3.0,1.0,26.0,47.0,15.0,6699.0
ICA,PISCO,28.0,15.0,22.0,38.0,72.0,324.0,499.0,1.0,2931.0
ICA,PUEBLO NUEVO,0.0,9.0,3.0,0.0,54.0,56.0,122.0,0.0,8089.0
ICA,RIO GRANDE,0.0,10.0,0.0,0.0,2.0,5.0,17.0,0.0,823.0
ICA,SALAS,0.0,18.0,5.0,0.0,59.0,83.0,165.0,3.0,2988.0
ICA,SAN ANDRES,2.0,15.0,4.0,0.0,26.0,278.0,325.0,2.0,1535.0
ICA,SAN CLEMENTE,73.0,7.0,3.0,0.0,103.0,75.0,261.0,1.0,1324.0
ICA,SAN JOSE DE LOS MOLINOS,0.0,4.0,0.0,2.0,33.0,21.0,60.0,0.0,800.0
ICA,SAN JUAN BAUTISTA,1.0,23.0,3.0,5.0,10.0,67.0,109.0,0.0,1959.0
ICA,SAN PEDRO DE HUACARPANA,0.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,384.0
ICA,SANTIAGO,0.0,4.0,0.0,0.0,9.0,28.0,41.0,0.0,3078.0
ICA,SUBTANJALLA,0.0,4.0,8.0,0.0,0.0,21.0,33.0,3.0,3675.0
ICA,SUNAMPE,0.0,0.0,1.0,0.0,1.0,3.0,5.0,0.0,1793.0
ICA,TAMBO DE MORA,0.0,0.0,0.0,0.0,18.0,2.0,20.0,0.0,764.0
ICA,TATE,0.0,6.0,0.0,0.0,68.0,65.0,139.0,0.0,1152.0
ICA,TIBILLO,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0
ICA,TUPAC AMARU INCA,10.0,8.0,12.0,0.0,13.0,31.0,74.0,2.0,1769.0
ICA,VISTA ALEGRE,0.0,24.0,2.0,2.0,265.0,281.0,574.0,5.0,2148.0
ICA,YAUCA DEL ROSARIO,0.0,5.0,2.0,0.0,2.0,1.0,10.0,0.0,274.0
JUNIN,ACO,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,697.0
JUNIN,ACOBAMBA,0.0,7.0,0.0,0.0,8.0,17.0,32.0,0.0,2143.0
JUNIN,ACOLLA,3.0,8.0,2.0,0.0,35.0,20.0,68.0,0.0,2322.0
JUNIN,ANDAMARCA,0.0,0.0,0.0,0.0,2.0,9.0,11.0,91.0,2398.0
JUNIN,APATA,0.0,5.0,2.0,0.0,1.0,4.0,12.0,0.0,656.0
JUNIN,CANCHAYLLO,1.0,3.0,0.0,0.0,5.0,3.0,12.0,0.0,388.0
JUNIN,CARHUAMAYO,0.0,14.0,0.0,0.0,1.0,4.0,19.0,64.0,1660.0
JUNIN,CHACAPALPA,0.0,18.0,0.0,1.0,22.0,6.0,47.0,0.0,284.0
JUNIN,CHAMBARA,0.0,2.0,0.0,0.0,8.0,11.0,21.0,1.0,838.0
JUNIN,CHANCHAMAYO,5.0,22.0,6.0,1.0,342.0,120.0,496.0,0.0,4032.0
JUNIN,CHICCHE,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,742.0
JUNIN,CHILCA,1.0,138.0,15.0,0.0,134.0,195.0,483.0,122.0,11041.0
JUNIN,CHONGOS ALTO,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,831.0
JUNIN,CHONGOS BAJO,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,683.0
JUNIN,CHUPACA,0.0,14.0,1.0,0.0,58.0,108.0,181.0,9.0,1056.0
JUNIN,CHUPURO,0.0,3.0,0.0,0.0,0.0,6.0,9.0,0.0,458.0
JUNIN,COCHAS,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1123.0
JUNIN,COLCA,0.0,3.0,0.0,0.0,0.0,4.0,7.0,0.0,548.0
JUNIN,COMAS,0.0,2.0,0.0,0.0,0.0,28.0,30.0,6.0,1776.0
JUNIN,CONCEPCION,0.0,36.0,4.0,0.0,32.0,278.0,350.0,53.0,4915.0
JUNIN,COVIRIALI,0.0,1.0,1.0,0.0,15.0,28.0,45.0,9.0,1665.0
JUNIN,CULLHUAS,0.0,0.0,0.0,1.0,2.0,3.0,6.0,0.0,996.0
JUNIN,EL MANTARO,0.0,1.0,0.0,0.0,1.0,5.0,7.0,0.0,406.0
JUNIN,EL TAMBO,0.0,120.0,10.0,2.0,132.0,291.0,555.0,1.0,15387.0
JUNIN,HUACHAC,0.0,1.0,0.0,0.0,12.0,15.0,28.0,1.0,401.0
JUNIN,HUACRAPUQUIO,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,504.0
JUNIN,HUALHUAS,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,408.0
JUNIN,HUAMALI,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,390.0
JUNIN,HUANCAN,1.0,5.0,0.0,0.0,110.0,44.0,160.0,0.0,3018.0
