Distrito,Departamento,SINDROME Y/O TRASTORNO PSICOTICO,TRASTORNO DE CONSUMO DE ALCOHOL,TRASTORNO DE CONSUMO DE DROGAS,TRASTORNO DE CONSUMO DE TABACO,TRASTORNO DEPRESIVO,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,SOLO TAMIZAJES POSITIVOS,TAMIZAJES C/CONDICION ADICIONAL VIOLENCIA POLITICA,TOTAL DE TAMIZAJES,TOTAL GENERALIZADO,Ratio T PSICOTICO positivo,Ratio T ALCOHOL positivo,Ratio T DROGAS positivo,Ratio T TABACO positivo,Ratio T DEPRESIVO positivo,Ratio VIOLENCIA positivo,Ratio Tamizaje Nopositivo,Ratio Tamizaje positivo,Ratio Tamizaje positivo condicion,Cluster
SUBTANJALLA,ICA,0.0,4.0,8.0,0.0,0.0,21.0,33.0,3.0,3675.0,3711.0,0.0,4.701402193204123e-05,9.402804386408247e-05,0.0,0.0,0.00024682361514321644,0.001732609550426717,1.5558126575260316e-05,1.4143751432054833e-06,0
SUNAMPE,ICA,0.0,0.0,1.0,0.0,1.0,3.0,5.0,0.0,1793.0,1798.0,0.0,0.0,1.1753505483010308e-05,0.0,1.1753505483010308e-05,3.5260516449030925e-05,0.0008453248772558105,2.357291905342472e-06,0.0,0
TAMBO DE MORA,ICA,0.0,0.0,0.0,0.0,18.0,2.0,20.0,0.0,764.0,784.0,0.0,0.0,0.0,0.0,0.00021156309869418554,2.3507010966020617e-05,0.00036019420313632974,9.429167621369888e-06,0.0,0
TATE,ICA,0.0,6.0,0.0,0.0,68.0,65.0,139.0,0.0,1152.0,1291.0,0.0,7.052103289806185e-05,0.0,0.0,0.0007992383728447009,0.00076397785639567,0.0005431200549909056,6.553271496852073e-05,0.0,0
TIBILLO,ICA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,48.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0,2.215854391021924e-05,4.7145838106849444e-07,0.0,0
TUPAC AMARU INCA,ICA,10.0,8.0,12.0,0.0,13.0,31.0,74.0,2.0,1769.0,1845.0,0.00011753505483010308,9.402804386408247e-05,0.0001410420657961237,0.0,0.000152795571279134,0.00036435866997331956,0.0008340098761101666,3.488792019906859e-05,9.429167621369889e-07,0
VISTA ALEGRE,ICA,0.0,24.0,2.0,2.0,265.0,281.0,574.0,5.0,2148.0,2727.0,0.0,0.0002820841315922474,2.3507010966020617e-05,2.3507010966020617e-05,0.0031146789529977316,0.0033027350407258964,0.0010126926025351261,0.0002706171107333158,2.357291905342472e-06,1
YAUCA DEL ROSARIO,ICA,0.0,5.0,2.0,0.0,2.0,1.0,10.0,0.0,274.0,284.0,0.0,5.876752741505154e-05,2.3507010966020617e-05,0.0,2.3507010966020617e-05,1.1753505483010308e-05,0.00012917959641276747,4.714583810684944e-06,0.0,0
ACO,JUNIN,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,697.0,706.0,0.0,0.0,0.0,0.0,0.0,0.00010578154934709277,0.0003286064916047406,4.24312542961645e-06,0.0,0
ACOBAMBA,JUNIN,0.0,7.0,0.0,0.0,8.0,17.0,32.0,0.0,2143.0,2175.0,0.0,8.227453838107215e-05,0.0,0.0,9.402804386408247e-05,0.00019980959321117523,0.0010103353106297836,1.5086668194191822e-05,0.0,0
ACOLLA,JUNIN,3.0,8.0,2.0,0.0,35.0,20.0,68.0,0.0,2322.0,2390.0,3.5260516449030925e-05,9.402804386408247e-05,2.3507010966020617e-05,0.0,0.00041137269190536077,0.00023507010966020617,0.001094726360841044,3.205916991265762e-05,0.0,0
ANDAMARCA,JUNIN,0.0,0.0,0.0,0.0,2.0,9.0,11.0,91.0,2398.0,2500.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,0.00010578154934709277,0.0011305571978022495,5.186042191753439e-06,4.2902712677232994e-05,0
APATA,JUNIN,0.0,5.0,2.0,0.0,1.0,4.0,12.0,0.0,656.0,668.0,0.0,5.876752741505154e-05,2.3507010966020617e-05,0.0,1.1753505483010308e-05,4.701402193204123e-05,0.0003092766979809323,5.657500572821933e-06,0.0,0
CANCHAYLLO,JUNIN,1.0,3.0,0.0,0.0,5.0,3.0,12.0,0.0,388.0,400.0,1.1753505483010308e-05,3.5260516449030925e-05,0.0,0.0,5.876752741505154e-05,3.5260516449030925e-05,0.00018292585185457583,5.657500572821933e-06,0.0,0
CARHUAMAYO,JUNIN,0.0,14.0,0.0,0.0,1.0,4.0,19.0,64.0,1660.0,1743.0,0.0,0.0001645490767621443,0.0,0.0,1.1753505483010308e-05,4.701402193204123e-05,0.0007826209125737008,8.957709240301394e-06,3.0173336388383644e-05,0
CHACAPALPA,JUNIN,0.0,18.0,0.0,1.0,22.0,6.0,47.0,0.0,284.0,331.0,0.0,0.00021156309869418554,0.0,1.1753505483010308e-05,0.0002585771206262268,7.052103289806185e-05,0.00013389418022345242,2.215854391021924e-05,0.0,0
CHAMBARA,JUNIN,0.0,2.0,0.0,0.0,8.0,11.0,21.0,1.0,838.0,860.0,0.0,2.3507010966020617e-05,0.0,0.0,9.402804386408247e-05,0.0001292885603131134,0.0003950821233353983,9.900626002438383e-06,4.7145838106849444e-07,0
CHANCHAMAYO,JUNIN,5.0,22.0,6.0,1.0,342.0,120.0,496.0,0.0,4032.0,4528.0,5.876752741505154e-05,0.0002585771206262268,7.052103289806185e-05,1.1753505483010308e-05,0.004019698875189525,0.001410420657961237,0.0019009201924681694,0.00023384335700997322,0.0,1
CHICCHE,JUNIN,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,742.0,745.0,0.0,0.0,0.0,0.0,0.0,3.5260516449030925e-05,0.00034982211875282285,1.4143751432054833e-06,0.0,0
CHILCA,JUNIN,1.0,138.0,15.0,0.0,134.0,195.0,483.0,122.0,11041.0,11646.0,1.1753505483010308e-05,0.0016219837566554226,0.00017630258224515463,0.0,0.0015749697347233812,0.00229193356918701,0.005205371985377247,0.00022771439805608281,5.751792249035632e-05,1
CHONGOS ALTO,JUNIN,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,831.0,833.0,0.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,0.00039178191466791883,9.429167621369889e-07,0.0,0
CHONGOS BAJO,JUNIN,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,683.0,686.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,2.3507010966020617e-05,0.0003220060742697817,1.4143751432054833e-06,0.0,0
CHUPACA,JUNIN,0.0,14.0,1.0,0.0,58.0,108.0,181.0,9.0,1056.0,1246.0,0.0,0.0001645490767621443,1.1753505483010308e-05,0.0,0.0006817033180145978,0.0012693785921651132,0.0004978600504083301,8.533396697339749e-05,4.24312542961645e-06,0
CHUPURO,JUNIN,0.0,3.0,0.0,0.0,0.0,6.0,9.0,0.0,458.0,467.0,0.0,3.5260516449030925e-05,0.0,0.0,0.0,7.052103289806185e-05,0.00021592793852937044,4.24312542961645e-06,0.0,0
COCHAS,JUNIN,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1123.0,1126.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,2.3507010966020617e-05,0.0005294477619399192,1.4143751432054833e-06,0.0,0
COLCA,JUNIN,0.0,3.0,0.0,0.0,0.0,4.0,7.0,0.0,548.0,555.0,0.0,3.5260516449030925e-05,0.0,0.0,0.0,4.701402193204123e-05,0.00025835919282553494,3.300208667479461e-06,0.0,0
COMAS,JUNIN,0.0,2.0,0.0,0.0,0.0,28.0,30.0,6.0,1776.0,1812.0,0.0,2.3507010966020617e-05,0.0,0.0,0.0,0.0003290981535242886,0.0008373100847776461,1.4143751432054833e-05,2.8287502864109666e-06,0
CONCEPCION,JUNIN,0.0,36.0,4.0,0.0,32.0,278.0,350.0,53.0,4915.0,5318.0,0.0,0.00042312619738837107,4.701402193204123e-05,0.0,0.00037611217545632986,0.0032674745242768657,0.0023172179429516502,0.00016501043337397304,2.4987294196630205e-05,1
COVIRIALI,JUNIN,0.0,1.0,1.0,0.0,15.0,28.0,45.0,9.0,1665.0,1719.0,0.0,1.1753505483010308e-05,1.1753505483010308e-05,0.0,0.00017630258224515463,0.0003290981535242886,0.0007849782044790432,2.1215627148082248e-05,4.24312542961645e-06,0
CULLHUAS,JUNIN,0.0,0.0,0.0,1.0,2.0,3.0,6.0,0.0,996.0,1002.0,0.0,0.0,0.0,1.1753505483010308e-05,2.3507010966020617e-05,3.5260516449030925e-05,0.00046957254754422044,2.8287502864109666e-06,0.0,0
EL MANTARO,JUNIN,0.0,1.0,0.0,0.0,1.0,5.0,7.0,0.0,406.0,413.0,0.0,1.1753505483010308e-05,0.0,0.0,1.1753505483010308e-05,5.876752741505154e-05,0.00019141210271380872,3.300208667479461e-06,0.0,0
EL TAMBO,JUNIN,0.0,120.0,10.0,2.0,132.0,291.0,555.0,1.0,15387.0,15943.0,0.0,0.001410420657961237,0.00011753505483010308,2.3507010966020617e-05,0.0015514627237573607,0.0034202700955559997,0.007254330109500924,0.0002616594014930144,4.7145838106849444e-07,1
HUACHAC,JUNIN,0.0,1.0,0.0,0.0,12.0,15.0,28.0,1.0,401.0,430.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0001410420657961237,0.00017630258224515463,0.00018905481080846626,1.3200834669917843e-05,4.7145838106849444e-07,0
HUACRAPUQUIO,JUNIN,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,504.0,505.0,0.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.00023761502405852117,4.7145838106849444e-07,0.0,0
HUALHUAS,JUNIN,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,408.0,409.0,0.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.00019235501947594572,4.7145838106849444e-07,0.0,0
HUAMALI,JUNIN,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,390.0,391.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0,0.00018386876861671282,4.7145838106849444e-07,0.0,0
HUANCAN,JUNIN,1.0,5.0,0.0,0.0,110.0,44.0,160.0,0.0,3018.0,3178.0,1.1753505483010308e-05,5.876752741505154e-05,0.0,0.0,0.001292885603131134,0.0005171542412524536,0.001422861394064716,7.54333409709591e-05,0.0,0
HUANCAYO,JUNIN,9.0,200.0,54.0,2.0,965.0,1050.0,3175.0,167.0,17921.0,21263.0,0.00010578154934709277,0.0023507010966020616,0.0006346892960825566,2.3507010966020617e-05,0.011342132791104947,0.012341180757160824,0.008449005647128489,0.0014968803598924697,7.873354963843857e-05,2
HUARICOLCA,JUNIN,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,639.0,643.0,0.0,0.0,0.0,0.0,4.701402193204123e-05,0.0,0.0003012619055027679,1.8858335242739777e-06,0.0,0
HUASAHUASI,JUNIN,0.0,25.0,0.0,0.0,14.0,6.0,45.0,3.0,2688.0,2736.0,0.0,0.0002938376370752577,0.0,0.0,0.0001645490767621443,7.052103289806185e-05,0.001267280128312113,2.1215627148082248e-05,1.4143751432054833e-06,0
HUASICANCHA,JUNIN,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,951.0,953.0,0.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,0.00044835692039613817,9.429167621369889e-07,0.0,0
HUAY-HUAY,JUNIN,0.0,15.0,0.0,0.0,1.0,0.0,16.0,0.0,744.0,760.0,0.0,0.00017630258224515463,0.0,0.0,1.1753505483010308e-05,0.0,0.00035076503551495985,7.543334097095911e-06,0.0,0
HUAYUCACHI,JUNIN,0.0,17.0,0.0,0.0,0.0,8.0,25.0,0.0,2141.0,2166.0,0.0,0.00019980959321117523,0.0,0.0,0.0,9.402804386408247e-05,0.0010093923938676466,1.178645952671236e-05,0.0,0
INGENIO,JUNIN,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,598.0,600.0,0.0,2.3507010966020617e-05,0.0,0.0,0.0,0.0,0.00028193211187895964,9.429167621369889e-07,0.0,0
JANJAILLO,JUNIN,0.0,1.0,0.0,0.0,0.0,12.0,13.0,0.0,311.0,324.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0001410420657961237,0.00014662355651230176,6.128958953890427e-06,0.0,0
JAUJA,JUNIN,1.0,13.0,3.0,1.0,98.0,127.0,243.0,0.0,3087.0,3330.0,1.1753505483010308e-05,0.000152795571279134,3.5260516449030925e-05,1.1753505483010308e-05,0.00115184353733501,0.001492695196342309,0.0014553920223584424,0.00011456438659964414,0.0,0
JULCAN,JUNIN,0.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,328.0,332.0,0.0,3.5260516449030925e-05,0.0,0.0,0.0,1.1753505483010308e-05,0.00015463834899046616,1.8858335242739777e-06,0.0,0
JUNIN,JUNIN,0.0,29.0,4.0,1.0,0.0,5.0,39.0,0.0,2412.0,2451.0,0.0,0.0003408516590072989,4.701402193204123e-05,1.1753505483010308e-05,0.0,5.876752741505154e-05,0.0011371576151372085,1.8386876861671282e-05,0.0,0
LA OROYA,JUNIN,2.0,1.0,6.0,0.0,39.0,55.0,103.0,0.0,1755.0,1858.0,2.3507010966020617e-05,1.1753505483010308e-05,7.052103289806185e-05,0.0,0.00045838671383740203,0.000646442801565567,0.0008274094587752077,4.8560213250054926e-05,0.0,0
LEONOR ORDO�EZ,JUNIN,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,499.0,500.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0,0.00023525773215317872,4.7145838106849444e-07,0.0,0
LLAYLLA,JUNIN,1.0,0.0,0.0,0.0,13.0,19.0,33.0,0.0,2067.0,2100.0,1.1753505483010308e-05,0.0,0.0,0.0,0.000152795571279134,0.00022331660417719584,0.0009745044736685779,1.5558126575260316e-05,0.0,0
LLOCLLAPAMPA,JUNIN,2.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,332.0,337.0,2.3507010966020617e-05,1.1753505483010308e-05,0.0,0.0,2.3507010966020617e-05,0.0,0.00015652418251474015,2.357291905342472e-06,0.0,0
MANZANARES,JUNIN,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,356.0,360.0,0.0,0.0,0.0,0.0,0.0,4.701402193204123e-05,0.00016783918366038402,1.8858335242739777e-06,0.0,0
MARCAPOMACOCHA,JUNIN,0.0,5.0,0.0,0.0,0.0,4.0,9.0,0.0,354.0,363.0,0.0,5.876752741505154e-05,0.0,0.0,0.0,4.701402193204123e-05,0.00016689626689824703,4.24312542961645e-06,0.0,0
MARCO,JUNIN,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,257.0,264.0,0.0,8.227453838107215e-05,0.0,0.0,0.0,0.0,0.00012116480393460306,3.300208667479461e-06,0.0,0
MASMA,JUNIN,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,914.0,917.0,2.3507010966020617e-05,1.1753505483010308e-05,0.0,0.0,0.0,0.0,0.0004309129602966039,1.4143751432054833e-06,0.0,0
MASMA CHICCHE,JUNIN,0.0,0.0,2.0,0.0,6.0,22.0,30.0,0.0,320.0,350.0,0.0,0.0,2.3507010966020617e-05,0.0,7.052103289806185e-05,0.0002585771206262268,0.0001508666819419182,1.4143751432054833e-05,0.0,0
MATAHUASI,JUNIN,2.0,4.0,0.0,0.0,10.0,39.0,55.0,35.0,1337.0,1427.0,2.3507010966020617e-05,4.701402193204123e-05,0.0,0.0,0.00011753505483010308,0.00045838671383740203,0.0006303398554885771,2.5930210958767193e-05,1.6501043337397303e-05,0
MAZAMARI,JUNIN,17.0,3.0,3.0,0.0,132.0,231.0,386.0,9.0,6399.0,6794.0,0.00019980959321117523,3.5260516449030925e-05,3.5260516449030925e-05,0.0,0.0015514627237573607,0.002715059766575381,0.0030168621804572957,0.00018198293509243886,4.24312542961645e-06,1
MITO,JUNIN,0.0,4.0,0.0,0.0,1.0,3.0,8.0,0.0,446.0,454.0,0.0,4.701402193204123e-05,0.0,0.0,1.1753505483010308e-05,3.5260516449030925e-05,0.0002102704379565485,3.7716670485479555e-06,0.0,0
MOLINOS,JUNIN,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,757.0,761.0,0.0,1.1753505483010308e-05,0.0,0.0,3.5260516449030925e-05,0.0,0.00035689399446885026,1.8858335242739777e-06,0.0,0
MONOBAMBA,JUNIN,0.0,2.0,1.0,0.0,36.0,8.0,47.0,0.0,549.0,596.0,0.0,2.3507010966020617e-05,1.1753505483010308e-05,0.0,0.00042312619738837107,9.402804386408247e-05,0.00025883065120660344,2.215854391021924e-05,0.0,0
MOROCOCHA,JUNIN,0.0,3.0,0.0,0.0,7.0,12.0,22.0,0.0,734.0,756.0,0.0,3.5260516449030925e-05,0.0,0.0,8.227453838107215e-05,0.0001410420657961237,0.0003460504517042749,1.0372084383506877e-05,0.0,0
MUQUI,JUNIN,0.0,0.0,0.0,0.0,6.0,1.0,7.0,0.0,240.0,247.0,0.0,0.0,0.0,0.0,7.052103289806185e-05,1.1753505483010308e-05,0.00011315001145643866,3.300208667479461e-06,0.0,0
MUQUIYAUYO,JUNIN,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,566.0,567.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.0,0.00026684544368476784,4.7145838106849444e-07,0.0,0
ONDORES,JUNIN,0.0,3.0,0.0,0.0,0.0,3.0,6.0,0.0,575.0,581.0,0.0,3.5260516449030925e-05,0.0,0.0,0.0,3.5260516449030925e-05,0.0002710885691143843,2.8287502864109666e-06,0.0,0
ORCOTUNA,JUNIN,1.0,5.0,0.0,0.0,16.0,23.0,45.0,1.0,1584.0,1630.0,1.1753505483010308e-05,5.876752741505154e-05,0.0,0.0,0.00018805608772816493,0.0002703306261092371,0.0007467900756124951,2.1215627148082248e-05,4.7145838106849444e-07,0
PACCHA,JUNIN,0.0,8.0,3.0,0.0,4.0,6.0,21.0,0.0,1585.0,1606.0,0.0,9.402804386408247e-05,3.5260516449030925e-05,0.0,4.701402193204123e-05,7.052103289806185e-05,0.0007472615339935636,9.900626002438383e-06,0.0,0
PALCA,JUNIN,0.0,0.0,0.0,0.0,4.0,21.0,25.0,0.0,2368.0,2393.0,0.0,0.0,0.0,0.0,4.701402193204123e-05,0.00024682361514321644,0.0011164134463701948,1.178645952671236e-05,0.0,0
PALCAMAYO,JUNIN,5.0,8.0,0.0,0.0,104.0,124.0,241.0,0.0,778.0,1019.0,5.876752741505154e-05,9.402804386408247e-05,0.0,0.0,0.001222364570233072,0.0014574346798932783,0.00036679462047128865,0.00011362146983750716,0.0,0
PAMPA HERMOSA,JUNIN,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1580.0,1584.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,2.3507010966020617e-05,0.0007449042420882212,1.8858335242739777e-06,0.0,0
PANCAN,JUNIN,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,332.0,336.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,2.3507010966020617e-05,0.00015652418251474015,1.8858335242739777e-06,0.0,0
PANGOA,JUNIN,33.0,34.0,5.0,0.0,127.0,323.0,522.0,3.0,12727.0,13252.0,0.00038786568093934017,0.00039961918642235047,5.876752741505154e-05,0.0,0.001492695196342309,0.0037963822710123294,0.006000250815858728,0.00024610127491775407,1.4143751432054833e-06,1
PARCO,JUNIN,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,355.0,357.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,1.1753505483010308e-05,0.00016736772527931553,9.429167621369889e-07,0.0,0
PARIAHUANCA,JUNIN,0.0,2.0,1.0,1.0,11.0,54.0,69.0,64.0,3341.0,3474.0,0.0,2.3507010966020617e-05,1.1753505483010308e-05,1.1753505483010308e-05,0.0001292885603131134,0.0006346892960825566,0.0015751424511498398,3.2530628293726116e-05,3.0173336388383644e-05,0
PERENE,JUNIN,9.0,37.0,5.0,4.0,175.0,192.0,422.0,0.0,14319.0,14741.0,0.00010578154934709277,0.00043487970287138137,5.876752741505154e-05,4.701402193204123e-05,0.0020568634595268037,0.002256673052737979,0.006750812558519771,0.00019895543681090465,0.0,1
PICHANAKI,JUNIN,2.0,22.0,100.0,0.0,87.0,29.0,257.0,0.0,6937.0,7194.0,2.3507010966020617e-05,0.0002585771206262268,0.0011753505483010308,0.0,0.0010225549770218967,0.0003408516590072989,0.003270506789472146,0.00012116480393460306,0.0,1
PILCOMAYO,JUNIN,0.0,14.0,1.0,0.0,0.0,177.0,192.0,1.0,2972.0,3165.0,0.0,0.0001645490767621443,1.1753505483010308e-05,0.0,0.0,0.0020803704704928246,0.0014011743085355654,9.052000916515093e-05,4.7145838106849444e-07,0
POMACANCHA,JUNIN,2.0,5.0,0.0,0.0,18.0,1.0,26.0,0.0,435.0,461.0,2.3507010966020617e-05,5.876752741505154e-05,0.0,0.0,0.00021156309869418554,1.1753505483010308e-05,0.00020508439576479506,1.2257917907780854e-05,0.0,0
PUCARA,JUNIN,0.0,5.0,0.0,0.0,0.0,6.0,11.0,0.0,1749.0,1760.0,0.0,5.876752741505154e-05,0.0,0.0,0.0,7.052103289806185e-05,0.0008245807084887967,5.186042191753439e-06,0.0,0
QUICHUAY,JUNIN,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,418.0,419.0,0.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.00019706960328663066,4.7145838106849444e-07,0.0,0
QUILCAS,JUNIN,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,655.0,656.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.0,0.0003088052395998638,4.7145838106849444e-07,0.0,0
RICRAN,JUNIN,0.0,4.0,3.0,0.0,1.0,1.0,9.0,0.0,393.0,402.0,0.0,4.701402193204123e-05,3.5260516449030925e-05,0.0,1.1753505483010308e-05,1.1753505483010308e-05,0.0001852831437599183,4.24312542961645e-06,0.0,0
RIO NEGRO,JUNIN,1.0,3.0,4.0,0.0,16.0,55.0,79.0,10.0,3518.0,3607.0,1.1753505483010308e-05,3.5260516449030925e-05,4.701402193204123e-05,0.0,0.00018805608772816493,0.000646442801565567,0.0016585905845989634,3.724521210441106e-05,4.714583810684944e-06,0
RIO TAMBO,JUNIN,1.0,37.0,2.0,1.0,51.0,134.0,226.0,20.0,10665.0,10911.0,1.1753505483010308e-05,0.00043487970287138137,2.3507010966020617e-05,1.1753505483010308e-05,0.0005994287796335256,0.0015749697347233812,0.005028103634095493,0.00010654959412147974,9.429167621369888e-06,1
SAN AGUSTIN,JUNIN,0.0,3.0,1.0,0.0,0.0,3.0,7.0,0.0,2590.0,2597.0,0.0,3.5260516449030925e-05,1.1753505483010308e-05,0.0,0.0,3.5260516449030925e-05,0.0012210772069674006,3.300208667479461e-06,0.0,0
SAN JERONIMO DE TUNAN,JUNIN,0.0,5.0,1.0,0.0,6.0,29.0,41.0,1.0,2342.0,2384.0,0.0,5.876752741505154e-05,1.1753505483010308e-05,0.0,7.052103289806185e-05,0.0003408516590072989,0.001104155528462414,1.932979362380827e-05,4.7145838106849444e-07,0
SAN JOSE DE QUERO,JUNIN,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1521.0,1531.0,0.0,0.0,0.0,0.0,0.00011753505483010308,0.0,0.00071708819760518,4.714583810684944e-06,0.0,0
SAN JUAN DE ISCOS,JUNIN,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,703.0,712.0,0.0,0.0,0.0,0.0,0.0,0.00010578154934709277,0.0003314352418911516,4.24312542961645e-06,0.0,0
SAN JUAN DE JARPA,JUNIN,0.0,2.0,1.0,0.0,52.0,113.0,168.0,30.0,800.0,998.0,0.0,2.3507010966020617e-05,1.1753505483010308e-05,0.0,0.000611182285116536,0.0013281461195801649,0.00037716670485479553,7.920500801950707e-05,1.4143751432054833e-05,0
SAN LORENZO,JUNIN,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,452.0,454.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,1.1753505483010308e-05,0.00021309918824295948,9.429167621369889e-07,0.0,0
SAN LUIS DE SHUARO,JUNIN,0.0,6.0,0.0,0.0,35.0,76.0,117.0,2.0,1882.0,2001.0,0.0,7.052103289806185e-05,0.0,0.0,0.00041137269190536077,0.0008932664167087833,0.0008872846731709065,5.5160630585013846e-05,9.429167621369889e-07,0
SAN PEDRO DE CAJAS,JUNIN,1.0,5.0,0.0,0.0,1.0,89.0,96.0,0.0,1248.0,1344.0,1.1753505483010308e-05,5.876752741505154e-05,0.0,0.0,1.1753505483010308e-05,0.0010460619879879174,0.000588380059573481,4.5260004582575466e-05,0.0,0
SAN PEDRO DE CHUNAN,JUNIN,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,278.0,279.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0,0.00013106542993704146,4.7145838106849444e-07,0.0,0
SAN RAMON,JUNIN,14.0,29.0,11.0,0.0,177.0,166.0,397.0,1.0,3105.0,3503.0,0.0001645490767621443,0.0003408516590072989,0.0001292885603131134,0.0,0.0020803704704928246,0.001951081910179711,0.001463878273217675,0.00018716897728419227,4.7145838106849444e-07,1
SANTA ROSA DE OCOPA,JUNIN,0.0,1.0,0.0,0.0,5.0,2.0,8.0,0.0,850.0,858.0,0.0,1.1753505483010308e-05,0.0,0.0,5.876752741505154e-05,2.3507010966020617e-05,0.0004007396239082203,3.7716670485479555e-06,0.0,0
SANTA ROSA DE SACCO,JUNIN,0.0,8.0,0.0,0.0,5.0,26.0,39.0,0.0,1594.0,1633.0,0.0,9.402804386408247e-05,0.0,0.0,5.876752741505154e-05,0.000305591142558268,0.0007515046594231801,1.8386876861671282e-05,0.0,0
SANTO DOMINGO DE ACOBAMBA,JUNIN,0.0,2.0,0.0,0.0,0.0,74.0,76.0,83.0,5292.0,5451.0,0.0,2.3507010966020617e-05,0.0,0.0,0.0,0.0008697594057427627,0.0024949577526144724,3.5830836961205576e-05,3.9131045628685036e-05,0
SAPALLANGA,JUNIN,2.0,1.0,2.0,4.0,39.0,208.0,256.0,3.0,6385.0,6644.0,2.3507010966020617e-05,1.1753505483010308e-05,2.3507010966020617e-05,4.701402193204123e-05,0.00045838671383740203,0.002444729140466144,0.0030102617631223368,0.00012069334555353458,1.4143751432054833e-06,1
SATIPO,JUNIN,12.0,101.0,36.0,0.0,514.0,431.0,1094.0,31.0,4285.0,5410.0,0.0001410420657961237,0.001187104053784041,0.00042312619738837107,0.0,0.006041301818267298,0.005065760863177443,0.0020201991628784987,0.0005157754688889329,1.4615209813123326e-05,1
SAUSA,JUNIN,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,485.0,505.0,0.0,0.0,0.0,0.0,0.00023507010966020617,0.0,0.00022865731481821978,9.429167621369888e-06,0.0,0
SA�O,JUNIN,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1256.0,1259.0,0.0,0.0,0.0,0.0,0.0,3.5260516449030925e-05,0.000592151726622029,1.4143751432054833e-06,0.0,0
SICAYA,JUNIN,0.0,1.0,0.0,0.0,0.0,69.0,70.0,0.0,1564.0,1634.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0008109918783277113,0.0007373609079911253,3.300208667479461e-05,0.0,0
SINCOS,JUNIN,0.0,8.0,2.0,0.0,21.0,15.0,46.0,0.0,1809.0,1855.0,0.0,9.402804386408247e-05,2.3507010966020617e-05,0.0,0.00024682361514321644,0.00017630258224515463,0.0008528682113529064,2.1687085529150742e-05,0.0,0
SUITUCANCHA,JUNIN,2.0,12.0,0.0,0.0,13.0,31.0,58.0,0.0,382.0,440.0,2.3507010966020617e-05,0.0001410420657961237,0.0,0.0,0.000152795571279134,0.00036435866997331956,0.00018009710156816487,2.7344586101972678e-05,0.0,0
